Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score,Environmental_Score,Social_Score,Governance_Score,Total_ESG_Score,ESG_Risk_Category
2025,NextGen Lending,17626,1996.72,258,1541,39.28,51.85,198367,1316,519291690,45.22,0.138013955,23.766367,51.85,22.74011568,High Risk
2023,UrbanGrowth NBFC,20314,529.48,2752,304,20.57,62.23,918644,1181,152916249,79.25,0.087923795,13.260644,62.23,22.68236272,High Risk
2022,Bharat MicroFinance,49793,484.86,4750,369,15.02,47.74,2263070,1451,575081182,78.81,0.089416324,11.27507,47.74,17.74028753,High Risk
2024,NextGen Lending,39073,1219.74,577,1801,44.66,56.8,4290267,432,491321401,64.71,0.085554735,31.086267,56.8,26.40010199,High Risk
2022,Indifi Finance,36291,1507.43,4852,254,50.01,85.63,1008506,1965,365344382,78.88,0.033544897,31.014506,85.63,35.00676976,High Risk
2025,EcoLend Capital,38484,1966.76,1429,1711,46.98,89,336562,1259,358325949,91.33,0.042111264,28.524562,89,35.27421311,High Risk
2023,GreenCredit NBFC,27229,1432.69,952,1965,20.31,54.25,2248061,1221,177341413,50.46,0.06053388,14.434061,54.25,20.62943185,High Risk
2023,SustainFin Services,10758,1167.56,1633,602,24.39,80.84,651615,439,421188444,63.1,0.0554192,15.285615,80.84,28.85985218,High Risk
2022,Bharat MicroFinance,37251,877.35,3395,1958,47.98,48.11,3420731,1257,326385717,63.07,0.055233711,32.208731,48.11,24.11771278,High Risk
2022,NextGen Lending,36833,1230.71,4611,1252,15.67,46.88,1100804,360,291191559,38.86,0.039822232,10.502804,46.88,17.23077009,High Risk
2025,UrbanGrowth NBFC,16183,1241.59,1736,1592,36.14,46.86,3642713,1813,566003585,37.95,0.051351658,25.326713,46.86,21.67655456,High Risk
2024,UrbanGrowth NBFC,46273,513.65,1922,558,48.43,87.12,3028613,1498,722514933,68.9,0.094131106,32.086613,87.12,35.79963634,High Risk
2025,Bharat MicroFinance,40048,1375.3,805,229,22.81,75,471592,180,655777922,92.56,0.067100745,14.157592,75,26.7741179,High Risk
2024,FutureTrust Finance,20080,488.41,4336,121,20.76,68.93,1938725,152,436941981,81.26,0.090311248,14.394725,68.93,25.033542,High Risk
2023,GreenCredit NBFC,14079,1030.91,3788,780,22.27,49.5,1860139,533,545861728,81.62,0.048851251,15.222139,49.5,19.4361822,High Risk
2024,Bharat MicroFinance,25726,593.75,4639,796,45.22,66.49,601037,655,603695138,69.03,0.075001467,27.733037,66.49,28.29691169,High Risk
2024,Bharat MicroFinance,23306,694.32,4973,1332,53.61,89.71,4922202,654,273707855,38.73,0.064930122,37.088202,89.71,38.06543265,High Risk
2023,GreenCredit NBFC,11278,1266.37,3977,194,23.44,81.29,995787,365,780825801,44.91,0.041789766,15.059787,81.29,28.92165201,High Risk
2023,GreenCredit NBFC,41797,222.52,858,1846,19.35,89.33,4201364,860,290085931,59.58,0.215441913,15.811364,89.33,31.62858597,High Risk
2023,NextGen Lending,8063,122.87,2925,1568,25.83,40.61,428200,1108,28145152,42.1,0.339524436,15.9262,40.61,17.09666977,High Risk
2025,Indifi Finance,46120,348.18,1660,1146,19.43,67.79,608839,1048,668567168,67.68,0.133605873,12.266839,67.79,24.07049405,High Risk
2023,EcoLend Capital,48147,420.54,1557,1444,15.2,54.57,3704373,1392,499737759,43.12,0.115006718,12.824373,54.57,20.26431459,High Risk
2022,NextGen Lending,48311,475.96,1059,1143,32.99,56.56,1810089,1657,393632551,68.17,0.112990264,21.604089,56.56,23.49442281,High Risk
2023,Bharat MicroFinance,8892,1570.47,2921,1209,45.06,42.85,442379,1875,476940560,68.49,0.039114357,27.478379,42.85,21.11415944,High Risk
2023,SustainFin Services,23121,949.03,3332,971,27.45,73.65,2550367,1782,600517893,33.62,0.052449422,19.020367,73.65,27.82208987,High Risk
2023,Indifi Finance,25604,992.88,2080,1249,28.24,82.7,1725932,467,688482372,91.57,0.055881611,18.669932,82.7,30.43333224,High Risk
2024,NextGen Lending,31484,1324.23,3772,133,24.11,52.25,774635,1767,379255400,94.47,0.039112438,15.240635,52.25,20.26283548,High Risk
2025,EcoLend Capital,47330,1485.31,2494,331,20.27,66.13,3204523,1274,134058074,33.46,0.039593122,15.366523,66.13,24.46479415,High Risk
2023,Bharat MicroFinance,41163,106.67,3213,107,17.67,42.61,4788667,514,575653504,71.82,0.38505416,15.390667,42.61,17.55422176,High Risk
2025,Bharat MicroFinance,40222,1727.78,931,423,37.81,54.03,966558,1650,413236325,34.76,0.056120372,23.652558,54.03,23.32721555,High Risk
2022,GreenCredit NBFC,20828,1978.03,2605,1012,45.56,51.12,470062,1110,480219190,51.78,0.033178824,27.806062,51.12,23.69109013,High Risk
2022,EcoLend Capital,9957,331.43,592,491,35.15,88.79,510376,790,684420895,86.67,0.174377766,21.600376,88.79,33.18686391,High Risk
2023,Indifi Finance,23671,1337.05,891,842,48.77,65.04,3903738,1902,109387389,84.31,0.064854015,33.165738,65.04,29.48766301,High Risk
2022,NextGen Lending,44060,104.59,2585,1856,33.47,50.82,1168439,1677,401468512,47.66,0.394732046,21.250439,50.82,21.77902452,High Risk
2025,Bharat MicroFinance,36303,193.16,4286,1852,17.85,46.61,659278,545,422535738,72.26,0.214908123,11.369278,46.61,17.47974665,High Risk
2024,GreenCredit NBFC,13696,641.5,3101,657,39.16,78.81,3516437,1484,464821879,32.53,0.074218577,27.012437,78.81,31.77641853,High Risk
2023,NextGen Lending,49727,1708.17,3432,785,43.6,42.26,4880296,138,757600574,83.64,0.032761426,31.040296,42.26,22.00319337,High Risk
2022,Indifi Finance,17812,1339.75,811,55,19.94,46.87,2174900,1160,852927016,47.48,0.068531943,14.1389,46.87,18.33008278,High Risk
2025,SustainFin Services,14595,947.06,1642,1587,35.94,42.56,496514,759,530592504,86.1,0.062561873,22.060514,42.56,19.41117895,High Risk
2025,GreenCredit NBFC,14959,933.34,4886,1608,26.89,58.34,4784900,905,772845906,66.34,0.05100231,20.9189,58.34,23.79807092,High Risk
2022,EcoLend Capital,20383,985.5,3368,654,53.5,87.18,1579651,700,309162702,83.73,0.050967712,33.679651,87.18,36.27828238,High Risk
2025,Indifi Finance,13892,690.96,3113,568,23.47,51.77,532073,1644,496424617,85.12,0.069686994,14.614073,51.77,19.9430967,High Risk
2025,Bharat MicroFinance,32780,1767.66,4461,495,42.3,58.75,4761514,1108,816776153,76.63,0.030268928,30.141514,58.75,26.67956177,High Risk
2023,FutureTrust Finance,33721,1178.95,4232,79,27.34,76.7,1489246,66,279885394,63.13,0.041906996,17.893246,76.7,28.3947366,High Risk
2025,EcoLend Capital,24389,1019.5,1789,641,31.65,50.19,2041524,1451,18427492,50.17,0.057234127,21.031524,50.19,21.38935085,High Risk
2022,Bharat MicroFinance,36369,983.65,358,1586,48.08,54.33,430611,63,238603847,31.75,0.125288632,29.278611,54.33,25.13269875,High Risk
2023,EcoLend Capital,37778,1878.07,1272,1278,54.89,59.35,2420694,1223,590042344,48.63,0.045677479,35.354694,59.35,28.42967919,High Risk
2022,GreenCredit NBFC,18095,1474.96,2909,1330,19.84,87.72,4389463,715,88201290,87.04,0.039090118,16.293463,87.72,31.21967495,High Risk
2024,NextGen Lending,10221,375.15,4519,455,33.38,67.22,4108749,149,60148151,41.98,0.116197787,24.136749,67.22,27.45350381,High Risk
2022,UrbanGrowth NBFC,31634,930.24,2440,1942,39.81,61.89,1560059,1319,478113588,44.74,0.056243085,25.446059,61.89,26.22331493,High Risk
2022,EcoLend Capital,8677,647.91,304,1647,30.71,60.08,221241,1933,43395140,72.58,0.163878596,18.647241,60.08,23.68372374,High Risk
2023,Indifi Finance,48779,1975.05,1161,1665,20.27,59.47,1677022,147,187798026,88.58,0.046707464,13.839022,59.47,22.01138959,High Risk
2025,FutureTrust Finance,30548,889.25,480,292,15.96,85.46,2296803,1057,437063183,55.22,0.108463787,11.872803,85.46,29.24322641,High Risk
2022,SustainFin Services,12334,228.95,4316,605,16.25,78.88,3126527,1904,894882104,66.06,0.184093817,12.876527,78.88,27.60059563,High Risk
2023,FutureTrust Finance,49752,881.3,3756,58,34.9,49.38,1559894,1635,609661666,72.11,0.053977707,22.499894,49.38,21.58555928,High Risk
2024,Indifi Finance,42932,710.57,2888,1674,31.44,55.95,987253,154,873290266,38.21,0.067379426,19.851253,55.95,22.76732767,High Risk
2023,GreenCredit NBFC,14033,1239.21,1639,1623,54.17,82.4,4452140,1434,244957898,69.66,0.052720291,36.95414,82.4,35.82733012,High Risk
2023,Indifi Finance,5284,529.55,3856,71,51.48,77.52,2232807,937,54738403,62.66,0.088993432,33.120807,77.52,33.22783947,High Risk
2025,UrbanGrowth NBFC,44311,168.35,373,730,39.45,45.18,4672583,356,507291677,77.15,0.318706225,28.342583,45.18,22.18425739,High Risk
2022,UrbanGrowth NBFC,43338,282.17,4556,307,33.99,60.4,494844,659,193634818,55.95,0.149035471,20.888844,60.4,24.44626739,High Risk
2024,UrbanGrowth NBFC,27115,637.98,367,178,37.93,64.54,3558743,1759,761165157,50.52,0.145548158,26.316743,64.54,27.31524216,High Risk
2023,EcoLend Capital,23819,761.81,3416,1083,33.58,82.87,1733086,891,196127091,65.22,0.062548231,21.881086,82.87,31.45034509,High Risk
2022,GreenCredit NBFC,45291,1685.46,764,1684,28.87,82.64,367416,1406,32989719,47.31,0.063661792,17.689416,82.64,30.12428952,High Risk
2022,NextGen Lending,48791,613.13,4516,1673,39.41,47.55,4460748,1709,415169412,74.13,0.072496934,28.106748,47.55,22.72602317,High Risk
2023,UrbanGrowth NBFC,17712,159.84,2867,227,52.21,69.28,198585,1428,726136972,74.04,0.262407917,31.524585,69.28,30.34633867,High Risk
2022,NextGen Lending,38797,1583.39,1562,1993,40.84,87.16,3484608,749,141094826,52.25,0.045241655,27.988608,87.16,34.56267906,High Risk
2023,SustainFin Services,37297,1750.94,1071,797,22.1,43.84,1207167,326,892243733,70.85,0.051660431,14.467167,43.84,17.51281427,High Risk
2023,SustainFin Services,35591,1035.38,3859,1504,34.04,57.93,4263725,966,21119393,89.02,0.047250103,24.687725,57.93,24.80421754,High Risk
2023,NextGen Lending,27968,641.36,1330,735,21.9,56.87,4018136,1505,470628822,63.85,0.085996515,17.158136,56.87,22.24283941,High Risk
2024,Bharat MicroFinance,29475,1567.07,4850,1787,19.78,48.57,2879019,286,461019435,62.27,0.032728722,14.747019,48.57,19.00819719,High Risk
2023,Indifi Finance,24350,116.91,4006,1175,28.19,88.94,2838336,1076,624917261,88.77,0.350864329,19.752336,88.94,32.74804653,High Risk
2025,UrbanGrowth NBFC,36484,1855.65,4165,965,22.97,75.4,1304626,470,814314383,59.37,0.029580948,15.086626,75.4,27.15782018,High Risk
2022,EcoLend Capital,12755,1744.51,4523,677,52.41,74.2,368594,56,202387238,37.63,0.031913859,31.814594,74.2,31.81714374,High Risk
2024,Bharat MicroFinance,38321,1135.18,1319,765,17.23,42.45,747880,678,388578345,84.08,0.058764067,11.08588,42.45,16.08426963,High Risk
2022,SustainFin Services,21651,627.4,697,237,53.57,59.21,1970013,1392,158996751,77.88,0.108182404,34.112013,59.21,28.03987686,High Risk
2024,FutureTrust Finance,19203,162.41,1224,1608,48.63,71.09,3611840,571,73652357,54.32,0.272362313,32.78984,71.09,31.27289693,High Risk
2025,GreenCredit NBFC,28519,1999.67,2426,840,25.45,64.32,3040678,1193,687987336,77.79,0.033421265,18.310678,64.32,24.80257191,High Risk
2024,FutureTrust Finance,6240,1547.94,2408,1658,18.7,76.25,1772883,651,835732530,31.26,0.043106959,12.992883,76.25,26.79010768,High Risk
2024,NextGen Lending,9159,743.55,2161,879,37.68,81.37,970619,715,278799003,58.74,0.070953907,23.578619,81.37,31.51296726,High Risk
2024,Bharat MicroFinance,23873,136.62,509,1205,24.85,78.07,1053597,1830,530734657,59.57,0.352978648,15.963597,78.07,28.35127056,High Risk
2022,SustainFin Services,15780,1314.65,2292,1806,25.02,87.19,3963300,407,125758716,32.39,0.045416495,18.9753,87.19,31.8677566,High Risk
2023,SustainFin Services,13661,1975.12,1890,1228,37.96,67.68,2051667,1712,824661041,47.45,0.038320982,24.827667,67.68,27.76762849,High Risk
2022,Indifi Finance,41055,1443.44,3299,362,33.31,82.66,4459843,878,886823962,49.82,0.03753597,24.445843,82.66,32.14676729,High Risk
2023,Indifi Finance,33512,259.06,411,1397,35.28,89.17,3427539,305,367398859,90.15,0.228292288,24.595539,89.17,34.22097862,High Risk
2022,UrbanGrowth NBFC,23403,864.33,2081,371,27.76,65.54,2182960,1978,53409320,90.75,0.061976653,18.83896,65.54,25.33847866,High Risk
2025,NextGen Lending,47983,307.45,3276,1583,27.97,40.73,4185121,457,779670391,76.95,0.139885186,20.967121,40.73,18.56509037,High Risk
2025,GreenCredit NBFC,47549,1833.11,1746,1784,54.98,56.32,1368565,348,343375252,87.4,0.039633899,34.356565,56.32,27.21882306,High Risk
2024,UrbanGrowth NBFC,34549,727.79,2588,1386,30.73,66.88,810128,1399,289745013,62.56,0.067421204,19.248128,66.88,25.86540688,High Risk
2025,Bharat MicroFinance,10313,1493.42,399,92,23.92,74.02,4815706,320,34925681,31.75,0.10488108,19.167706,74.02,27.99826423,High Risk
2024,Indifi Finance,15252,260.91,2913,1499,43.18,69.61,2033457,1143,268775212,77.83,0.165575187,27.941457,69.61,29.33166717,High Risk
2023,EcoLend Capital,9317,343.99,3459,787,46.35,72.4,3089072,876,849830796,50.72,0.128175398,30.899072,72.4,31.04099176,High Risk
2025,GreenCredit NBFC,47379,1391.03,4597,573,24.41,76.13,1575647,77,864978458,34.17,0.035914857,16.221647,76.13,27.71986004,High Risk
2023,EcoLend Capital,30456,1702.61,4435,140,19.37,64.83,4173510,154,78140832,71.34,0.031242744,15.79551,64.83,24.2001501,High Risk
2022,Bharat MicroFinance,38606,482.75,4308,487,26.76,81.4,2990276,1444,200451458,43.17,0.090599492,19.046276,81.4,30.1701226,High Risk
2023,UrbanGrowth NBFC,13461,894.84,571,1159,36.01,73.28,3278533,57,415534753,82.56,0.099468794,24.884533,73.28,29.48914742,High Risk
2022,Indifi Finance,32945,1276.89,3620,1536,30.23,78.79,2307324,1714,875495604,89.8,0.040524014,20.445324,78.79,29.78680681,High Risk
2023,GreenCredit NBFC,9827,1612.93,1212,924,21.18,73.05,2256274,1264,884020116,85.92,0.052604877,14.964274,73.05,26.42532415,High Risk
2023,Bharat MicroFinance,28371,1293.57,2349,1659,15.98,45.4,852214,1896,706387602,80.59,0.044750986,10.440214,45.4,16.76996459,High Risk
2025,UrbanGrowth NBFC,17903,281.31,1616,340,35.23,47.75,1965102,229,715872885,36.52,0.162431941,23.103102,47.75,21.32090338,High Risk
2023,SustainFin Services,24887,1131.36,1867,1497,49.82,48.49,4484784,1156,254513329,56.84,0.052629686,34.376784,48.49,24.88108707,High Risk
2025,UrbanGrowth NBFC,33536,1780.75,3650,998,38.82,42.44,2698009,123,897561802,83.92,0.031576185,25.990009,42.44,20.54163317,High Risk
2025,NextGen Lending,35103,1749.25,1278,1925,49.74,50.94,930887,1622,119146296,40.18,0.047195749,30.774887,50.94,24.5333444,High Risk
2024,FutureTrust Finance,19400,1211.53,1536,337,45.65,68,1993087,760,279101615,93.12,0.054093745,29.383087,68,29.2365636,High Risk
2024,SustainFin Services,39843,1991.82,3456,261,28.73,42.99,1512034,209,240502385,77.52,0.029515647,18.750034,42.99,18.53381646,High Risk
2022,EcoLend Capital,19190,299.74,2670,1462,31.53,54.18,4530826,1238,543014674,65.1,0.146248258,23.448826,54.18,23.3471471,High Risk
2023,SustainFin Services,23668,1009.33,4963,1742,49.49,71.16,2305166,237,617488333,82.41,0.046942515,31.999166,71.16,30.96652681,High Risk
2022,UrbanGrowth NBFC,36869,1572.73,4961,268,43.22,50,2264281,920,689215558,93.15,0.032294342,28.196281,50,23.47180204,High Risk
2023,Bharat MicroFinance,13995,367.97,704,395,37.38,49.88,1832644,1596,695114335,33.81,0.153461773,24.260644,49.88,22.30357791,High Risk
2024,SustainFin Services,33911,1948.22,1836,1084,52.89,81.35,1842744,425,11836143,72.83,0.0377561,33.576744,81.35,34.49312564,High Risk
2024,FutureTrust Finance,49702,772.69,4649,1102,16.87,67.46,4100363,669,389123785,92.7,0.058823801,14.222363,67.46,24.52823842,High Risk
2023,NextGen Lending,11521,765.27,3344,1709,49.27,55.68,1102412,638,263797917,51.13,0.063844366,30.664412,55.68,25.92886135,High Risk
2023,UrbanGrowth NBFC,44123,505.07,4278,669,27.75,67.44,4985147,1425,881471467,68.34,0.086889483,21.635147,67.44,26.75729989,High Risk
2024,FutureTrust Finance,36514,647.23,4468,709,40.96,61.41,4930621,197,491740655,88.16,0.069337849,29.506621,61.41,27.30272144,High Risk
2024,SustainFin Services,42539,1197.42,1575,92,51.6,87.55,1592090,74,504538755,68.67,0.053158009,32.55209,87.55,36.0518902,High Risk
2022,FutureTrust Finance,40464,915.77,1369,631,29.16,50.07,3677557,1142,372105396,42.84,0.066334295,21.173557,50.07,21.39960082,High Risk
2024,SustainFin Services,10796,467.42,1194,185,34.8,73.22,4140599,422,117476811,37.94,0.113480576,25.020599,73.22,29.51757193,High Risk
2023,GreenCredit NBFC,38576,1637.37,587,1246,27.91,85.65,3993188,1316,869582700,46.02,0.076314431,20.739188,85.65,31.94728217,High Risk
2022,SustainFin Services,48111,218.25,4329,416,43.17,76.08,1710720,845,741323755,55.25,0.190829625,27.61272,76.08,31.18414785,High Risk
2023,Indifi Finance,8293,1685.84,503,1907,20.22,59.37,1840332,1400,489057637,71.96,0.0869867,13.972332,59.37,22.03749428,High Risk
2025,FutureTrust Finance,47265,622.38,282,1263,45.12,77.32,621725,1288,29728074,71.77,0.171287115,27.693725,77.32,31.57263235,High Risk
2022,Bharat MicroFinance,8459,1042.22,683,744,46.23,51.62,1434181,1095,580082545,39.08,0.085849997,29.172181,51.62,24.2719943,High Risk
2023,NextGen Lending,23803,824.02,3568,1676,17.64,75.85,2568299,437,492229956,32.84,0.058210928,13.152299,75.85,26.72397407,High Risk
2024,FutureTrust Finance,9224,1184.14,1629,1495,30.99,79.33,2463405,776,297765859,34.56,0.055448381,21.057405,79.33,30.13840085,High Risk
2025,EcoLend Capital,12571,1612.38,566,910,42.87,58.8,4829048,1492,774927020,32.99,0.080198026,30.551048,58.8,26.83739361,High Risk
2023,NextGen Lending,27747,1979.71,2567,243,18.77,67.75,4850642,1604,646362078,64.01,0.032972971,16.112642,67.75,25.17198179,High Risk
2022,NextGen Lending,30772,681.51,2296,1600,46.74,68.22,1098719,1089,298607471,55.04,0.07273431,29.142719,68.22,29.23790942,High Risk
2023,EcoLend Capital,19171,1152.23,2518,850,40.7,67.8,234805,502,484259668,50.65,0.048194372,24.654805,67.8,27.75571925,High Risk
2025,Indifi Finance,44519,985.41,3915,828,33.53,50.02,3628216,1755,561842351,90.84,0.048928946,23.746216,50.02,22.14943638,High Risk
2022,FutureTrust Finance,14717,1997.96,3919,1929,18.8,71.57,3906282,683,669436277,64.9,0.029713894,15.186282,71.57,26.03877016,High Risk
2025,NextGen Lending,20411,1636.94,678,218,17.85,60.31,426119,698,304622366,87.44,0.070153421,11.136119,60.31,21.46189707,High Risk
2023,FutureTrust Finance,11237,854.46,2122,1664,24.81,46.67,4931405,68,875012079,82.06,0.06362055,19.817405,46.67,19.97166972,High Risk
2024,NextGen Lending,47559,1006.07,2990,950,46.61,42.78,1282756,471,203620251,64.38,0.050422905,29.248756,42.78,21.62879596,High Risk
2024,EcoLend Capital,14236,567.32,2126,1530,50.6,81.17,4764369,1491,595533999,67.86,0.086725285,35.124369,81.17,34.92300081,High Risk
2023,EcoLend Capital,48113,1534.97,411,949,24.91,77.96,4821266,260,132008750,50.38,0.099675374,19.767266,77.96,29.35804995,High Risk
2023,SustainFin Services,43087,1705.9,3793,1292,27.18,86.57,2102170,633,718013680,69.21,0.032053606,18.41017,86.57,31.50687244,High Risk
2023,UrbanGrowth NBFC,23251,1933.47,2327,1819,21.81,63.9,2991359,1711,468580765,37.06,0.034870596,16.077359,63.9,24.00715594,High Risk
2022,FutureTrust Finance,39143,1175.07,311,1013,42.43,70.68,3074487,590,795774688,54.27,0.131269968,28.532487,70.68,29.81625409,High Risk
2025,FutureTrust Finance,45898,1374.3,4065,470,16.11,43.17,648637,759,818906157,62.17,0.037139424,10.314637,43.17,16.06024687,High Risk
2025,NextGen Lending,26785,947.51,477,1188,52.23,55.05,2556137,1558,420935240,63.33,0.106229025,33.894137,55.05,26.72573271,High Risk
2025,SustainFin Services,30187,1257.34,2759,550,26,77.56,3692356,759,375554333,75.38,0.043680503,19.292356,77.56,29.073179,High Risk
2023,Bharat MicroFinance,44760,762.62,1793,1086,45.82,53.8,2802726,1179,632008048,76.41,0.069852738,30.294726,53.8,25.2563589,High Risk
2025,FutureTrust Finance,18850,1501.61,2051,198,53.58,45.61,150316,1327,862108128,76.24,0.042856598,32.298316,45.61,23.38963744,High Risk
2023,NextGen Lending,24700,143.13,366,316,20.87,43.1,1796607,1942,171374519,89.64,0.362648008,14.318607,43.1,17.3706413,High Risk
2022,Indifi Finance,22982,154.07,1631,1533,19.97,62.66,2801671,1021,328762757,68.47,0.279321243,14.783671,62.66,23.3448298,High Risk
2024,EcoLend Capital,9949,1460.63,1662,63,26.03,83.74,509354,507,159176311,78.17,0.048451363,16.127354,83.74,29.97958675,High Risk
2023,EcoLend Capital,35581,1868.3,713,1323,38.58,58.47,4147431,1067,627538321,35.26,0.064328721,27.295431,58.47,25.75536079,High Risk
2023,UrbanGrowth NBFC,11572,1301.27,3979,469,15.05,73.35,3467265,50,470472427,74.3,0.040871248,12.497265,73.35,25.770528,High Risk
2024,EcoLend Capital,31553,1480.4,606,1470,39.24,61.54,4261919,289,512065949,44.6,0.077475456,27.805919,61.54,26.83476588,High Risk
2024,GreenCredit NBFC,34733,1665.48,3330,1772,38.08,79.31,1536459,1276,589775297,63.26,0.033889841,24.384459,79.31,31.12189364,High Risk
2022,Indifi Finance,17589,787.18,2816,630,16.84,80.16,3331619,555,111771669,72.58,0.06317332,13.435619,80.16,28.10395503,High Risk
2025,Indifi Finance,41934,305.42,1182,1350,35.92,87.33,3624480,1202,493544455,46.63,0.157063313,25.17648,87.33,33.81476933,High Risk
2023,SustainFin Services,15114,1872.88,911,1426,48.38,56.9,4885579,1553,434235701,61.95,0.056273241,33.913579,56.9,27.266583,High Risk
2025,GreenCredit NBFC,5645,1883.28,4496,1181,26.98,63.56,282419,1767,314222649,62.85,0.033226575,16.470419,63.56,24.02241633,High Risk
2023,FutureTrust Finance,10884,939.5,3858,241,47.73,72.29,951789,385,820437077,76.66,0.053108228,29.589789,72.29,30.58517999,High Risk
2022,UrbanGrowth NBFC,28052,512.62,2484,1000,32.7,65.04,4752998,276,448942692,90.84,0.091177247,24.372998,65.04,26.8603703,High Risk
2024,Indifi Finance,17461,1795.47,2726,1154,48.68,44.2,1014825,282,538502307,64.43,0.03500154,30.222825,44.2,22.34084812,High Risk
2022,GreenCredit NBFC,31574,1446.01,1736,908,33.84,72.31,3006144,1908,208734234,31.33,0.045893581,23.310144,72.31,28.70440063,High Risk
2024,GreenCredit NBFC,21473,115.63,2090,1522,51.03,45.5,2741548,978,472408573,49.14,0.361682157,33.359548,45.5,23.80253726,High Risk
2025,NextGen Lending,49238,304.67,1157,484,51.55,82.04,1474669,773,413145501,34.06,0.157828005,32.404669,82.04,34.3965319,High Risk
2025,Indifi Finance,20421,1968.08,4182,246,15.26,44.14,4022174,303,599724254,47.31,0.028967054,13.178174,44.14,17.20703902,High Risk
2022,Bharat MicroFinance,38318,172.44,4814,381,30.43,79.07,867186,833,134661701,92.51,0.238979487,19.125186,79.07,29.55414759,High Risk
2024,NextGen Lending,10224,636.85,2659,74,50.49,47.55,554269,797,745388659,78.09,0.077025848,30.848269,47.55,23.55029104,High Risk
2022,SustainFin Services,43349,1142.14,951,842,15.56,77.04,1907887,395,106782473,71.17,0.067259775,11.243887,77.04,26.51207001,High Risk
2024,GreenCredit NBFC,14435,450.28,4127,189,19.08,41.15,3607923,686,113990273,94.75,0.098181099,15.055923,41.15,16.90104934,High Risk
2024,EcoLend Capital,8479,540.9,4267,1084,32.24,45.58,3533008,747,110334762,82.16,0.084519677,22.877008,45.58,20.57091027,High Risk
2025,GreenCredit NBFC,14137,770.64,3821,655,54.21,41.02,1312093,748,870649087,32.94,0.061878349,33.838093,41.02,22.48217924,High Risk
2025,FutureTrust Finance,31528,612.15,4997,1377,52.09,49.12,1916184,1774,474740253,90.08,0.072298599,33.170184,49.12,24.71597464,High Risk
2024,Indifi Finance,43859,1626.38,4042,1410,38.4,40.02,398627,104,87890453,68.09,0.032700577,23.438627,40.02,19.05066833,High Risk
2024,Bharat MicroFinance,40401,1050.52,211,1039,25.1,44.32,1169665,1102,835475622,66.36,0.180999032,16.229665,44.32,18.23729911,High Risk
2024,FutureTrust Finance,44558,629.38,4030,1460,40.67,41.25,3861232,1755,782783728,70.94,0.071672058,28.263232,41.25,20.88263842,High Risk
2025,SustainFin Services,8501,694.88,4467,892,27.92,61.72,228367,1892,790527977,36.1,0.067808809,16.980367,61.72,23.63723362,High Risk
2025,UrbanGrowth NBFC,5889,175.74,3798,1250,41.14,47.86,3257013,667,365757257,80.58,0.240602105,27.941013,47.86,22.83654474,High Risk
2023,EcoLend Capital,13765,193.84,3645,1632,21.78,54.36,2036310,1633,151635034,69.57,0.216765651,15.10431,54.36,20.92599926,High Risk
2024,Indifi Finance,19197,1464.02,4606,890,39.07,53.15,3441309,1442,774828035,44.28,0.035398019,26.883309,53.15,24.02415191,High Risk
2023,GreenCredit NBFC,41928,314.53,1318,707,42.67,81.55,1845112,1354,447089650,50.99,0.150651151,27.447112,81.55,32.75939406,High Risk
2024,EcoLend Capital,47924,1004.01,2204,1586,43.58,48.17,1365637,1659,448055295,43.73,0.054077847,27.513637,48.17,22.72672224,High Risk
2025,GreenCredit NBFC,41819,1700.49,537,631,54.08,64.95,1054366,218,731044204,58.36,0.080105931,33.502366,64.95,29.56775217,High Risk
2023,SustainFin Services,11197,800.06,4215,1299,16.05,43.46,697254,1125,135037500,83.65,0.059792977,10.327254,43.46,16.16009339,High Risk
2023,UrbanGrowth NBFC,18532,756.93,1997,1718,18.09,60.53,242667,1879,578900831,89.72,0.0694864,11.096667,60.53,21.51579466,High Risk
2022,Bharat MicroFinance,7283,1758.79,263,564,39.21,80.21,212401,927,469564067,66.24,0.140930531,23.738401,80.21,31.24089251,High Risk
2024,Bharat MicroFinance,42752,1743.22,920,651,34.3,65.82,3367355,1718,80696095,76.76,0.05625646,23.947355,65.82,26.95270908,High Risk
2025,Indifi Finance,21995,1772.26,2258,918,40.16,52.93,620108,312,569479919,37.28,0.037220092,24.716108,52.93,23.30872044,High Risk
2022,SustainFin Services,36723,1186.64,1536,1817,42.75,60.39,977473,678,270806203,85.58,0.054056799,26.627473,60.39,26.12686462,High Risk
2022,SustainFin Services,44605,1909.38,3853,1527,16.37,67.79,2570073,1016,853288614,72.79,0.02940792,12.392073,67.79,24.06638507,High Risk
2024,UrbanGrowth NBFC,28490,1656.03,2617,1852,34.3,85.24,2424061,1408,546056146,72.43,0.036670661,23.004061,85.24,32.48788656,High Risk
2022,SustainFin Services,45043,889.71,279,1916,34.88,81.89,3408454,1662,195779183,54.04,0.153151382,24.336454,81.89,31.92919675,High Risk
2024,SustainFin Services,13715,1296.15,4260,1948,39.85,88.06,4368071,1453,630843930,50.95,0.040090265,28.278071,88.06,34.91745741,High Risk
