Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score
2022,NextGen Lending,38727,1397.72,409,1362,29.46,56.85,3222975,1487,394006332,30.62
2023,Bharat MicroFinance,15031,1546.29,1092,78,17.39,42.99,1366496,405,633253292,81.57
2025,UrbanGrowth NBFC,29853,510.42,1442,1187,23.22,42.65,1781327,1284,131831366,81.28
2024,EcoLend Capital,25604,1834.03,4212,912,31.6,44.38,4189442,1441,27841326,54.69
2024,NextGen Lending,45355,949.71,2178,396,37.12,83.29,2470332,1796,708082758,88.47
2023,NextGen Lending,30919,406.03,3355,920,36.79,63.69,828388,287,52041576,60.26
2022,FutureTrust Finance,26154,1619.6,2782,1903,23.49,83.64,3996262,751,745941141,73.95
2023,Indifi Finance,13906,777.15,1603,1816,24.23,77.44,3193331,333,321999052,50.53
2023,EcoLend Capital,19298,449.83,4288,1267,43.44,40.7,298912,964,846041031,52.36
2023,GreenCredit NBFC,47465,586.88,1315,1071,28.65,55.24,1422877,1032,580314003,30.98
2023,NextGen Lending,6347,166.4,1920,1593,22.57,66.12,717393,102,327092790,55.25
2025,FutureTrust Finance,10008,272.18,620,1628,33.13,41.49,2868326,157,311199417,85.86
2025,GreenCredit NBFC,29553,1225.99,4375,1186,34.73,87.92,4268208,1670,249444524,54.93
2022,EcoLend Capital,32018,1745.81,4733,480,22.97,85.47,1537737,652,363649806,55.41
2023,FutureTrust Finance,9868,952.21,433,829,33.69,51.79,4722823,1243,203831211,82.35
2025,GreenCredit NBFC,35905,1289.51,509,389,44.93,58.29,4342687,1822,125007949,70.23
2022,Bharat MicroFinance,8960,1638.49,2253,89,21.83,76.34,2216149,591,218839541,68.3
2023,SustainFin Services,14944,777.86,1001,1078,29.35,40.86,2386578,1820,865267256,75.99
2024,NextGen Lending,7505,1343.2,4363,489,19.05,51.25,362014,1746,854092736,47.2
2025,SustainFin Services,28759,765.82,724,1561,23.61,65.64,1084760,1524,146962301,35.03
2022,Indifi Finance,23121,1321.16,2960,1386,32.29,58.15,464332,1094,684966720,72.69
2024,UrbanGrowth NBFC,24063,513.45,2200,1022,53.98,45.52,4649604,474,554754372,42.1
2023,EcoLend Capital,36559,1957.9,621,1695,42.96,67.74,2874707,937,426276128,72.73
2023,UrbanGrowth NBFC,10760,244.74,2965,415,52.26,81.12,4958142,1555,897934381,89.65
2023,UrbanGrowth NBFC,46871,1059.94,428,1330,19.19,51.56,4414353,895,33117798,76
2025,GreenCredit NBFC,18081,643.96,3174,722,52.68,51.13,1068631,1138,607491212,87.7
2022,Indifi Finance,38126,1241.59,3637,237,35.44,43.54,3487143,433,173835561,76.85
2024,EcoLend Capital,35961,913.78,1690,1146,26.29,67.71,4668499,448,127185343,50.23
2022,SustainFin Services,43721,682.66,922,1304,48.79,60.23,650414,1716,842065882,79.94
2025,UrbanGrowth NBFC,38844,575.07,1027,1946,39.05,71.6,2933258,1569,71149913,64.38
2022,GreenCredit NBFC,19088,446.75,3262,83,18.63,41.74,3703738,1508,169702869,72.15
2025,UrbanGrowth NBFC,12236,1587.47,2516,1145,36.41,72,733760,1526,315276808,90.18
2023,FutureTrust Finance,43439,522.18,1318,1874,40.68,86.59,3208316,1805,407452145,39.77
2024,SustainFin Services,27148,1569.7,4467,1557,15.71,81.09,508303,592,706460233,87.52
2023,UrbanGrowth NBFC,42742,1021.57,1194,1641,36.99,57.27,2353618,1518,895296386,51.51
2022,FutureTrust Finance,41295,237.23,3665,1661,29.53,45.53,2271939,891,734261683,35
2023,FutureTrust Finance,47564,414.34,2196,1429,33.27,66.92,2723522,182,101126310,54.83
2024,GreenCredit NBFC,38843,1796.52,1158,1668,19.36,54.19,3983302,1792,373370714,39.72
2023,GreenCredit NBFC,25432,1245.35,3594,1304,35.12,40.54,2266445,1168,113368430,85.92
2024,FutureTrust Finance,21712,450.23,4545,1734,54.39,60.43,417945,1776,886487693,86.44
2024,Indifi Finance,19433,1437.15,2146,530,44.52,67,2788731,217,347359400,77.1
2023,UrbanGrowth NBFC,32808,1664.2,3033,540,52.11,78.77,2332975,1063,254972986,38.12
2025,FutureTrust Finance,41245,728.24,1258,1781,26.1,88.99,1111810,1092,393227771,46.24
2022,FutureTrust Finance,44892,1157.53,4676,1461,30.3,83.33,3149760,234,638247794,85.64
2025,GreenCredit NBFC,22386,657.55,3881,797,40.96,67.08,2656051,77,767903940,45.41
2025,UrbanGrowth NBFC,30152,252.12,838,226,44.59,80.34,1792969,1805,431141163,85.62
2023,EcoLend Capital,29902,859.07,2243,1084,27.16,81.46,1201300,317,101875982,92.77
2022,SustainFin Services,37662,1527.72,3826,684,28.9,88.34,3431266,1348,864695728,30.71
2022,GreenCredit NBFC,19702,971.49,439,267,20.27,52.35,2898937,372,833968869,46.75
2025,UrbanGrowth NBFC,40589,870.01,3071,1206,42.15,52.59,1040949,1205,582678130,54.13
2023,UrbanGrowth NBFC,47425,795.41,2402,1645,28.94,50.93,1564503,1767,483636675,39.46
2022,Bharat MicroFinance,49185,971.94,1371,1231,20.55,85.06,2031460,1762,411977359,80.72
2025,NextGen Lending,31857,704.64,917,627,40.36,74.2,3124359,1887,353061270,32.12
2022,Indifi Finance,23764,1263.15,4024,1545,15.5,46.99,3964407,692,53422138,38.59
2023,SustainFin Services,13686,220.78,1340,1946,53,88.07,2746103,1934,606798879,60.44
2023,GreenCredit NBFC,7416,1634.04,4403,193,40.64,70.27,3669817,811,216038560,65.1
2023,GreenCredit NBFC,30729,429.02,238,259,39.31,40.11,4534822,1835,784319396,90.82
2022,EcoLend Capital,37671,1303.54,1777,1405,40.88,61.83,466237,600,481933305,67.4
2024,NextGen Lending,7142,954.78,2981,139,27.66,78.64,4521156,1147,757079786,67.02
2022,NextGen Lending,24772,1569.64,247,1085,24.33,55.51,4803425,1428,25343461,35.2
2024,Indifi Finance,30377,1669.67,2594,1099,36.47,73.56,4423550,219,774284154,90.85
2023,Bharat MicroFinance,48002,487.98,1034,373,52.76,75.9,4818984,564,872487849,87.77
2025,Bharat MicroFinance,5207,1386.64,3749,1324,26.24,81.43,706632,1636,729349695,89.35
2024,NextGen Lending,15846,460.82,3052,291,43.66,69.02,1831813,1793,125736349,34.22
2023,Indifi Finance,46432,335.6,1135,588,53.93,49.58,2573138,1047,362632516,45.9
2023,Bharat MicroFinance,26511,1867.56,3256,614,36.98,82.11,4100442,1615,222648778,83.82
2024,UrbanGrowth NBFC,29711,412.34,983,904,33.34,49.16,233476,1483,843088390,50.89
2025,UrbanGrowth NBFC,42124,533.45,3191,1158,44.92,62.93,2036789,242,672536620,85.76
2023,GreenCredit NBFC,30746,347.62,4313,1249,20.66,44.5,2126439,1089,88140060,56.42
2024,Bharat MicroFinance,11024,993.55,3398,342,16.32,47.96,1343543,1476,44870656,57.65
2025,EcoLend Capital,35392,1847.25,3603,1118,29.07,49.59,3849466,1277,555886291,64.71
2025,GreenCredit NBFC,45373,601.71,1009,764,48.49,75.97,2635713,941,522504766,63.98
2023,NextGen Lending,39204,1129.52,1953,692,18.1,50.99,3602295,566,192729326,53.5
2022,FutureTrust Finance,49531,881.77,1182,439,38.64,65.61,3509050,1640,520117506,56.61
2022,UrbanGrowth NBFC,27759,738.42,1283,1535,17.06,73.87,1652771,1545,194853946,65.12
2023,FutureTrust Finance,31724,1187.09,1159,1463,35.04,67.5,3795668,455,559987637,73.91
2025,NextGen Lending,46466,1161.9,1926,1662,20.2,73.03,3838070,1788,382486198,56.75
2023,Bharat MicroFinance,15797,782.8,3019,206,39.3,84.97,4220031,75,484142660,58.64
2024,EcoLend Capital,30021,1716.07,3895,210,27.41,88.3,4152643,489,478109939,42.66
2022,GreenCredit NBFC,40549,201.03,843,1602,29.83,74.2,2478367,1478,355696474,62.95
2024,UrbanGrowth NBFC,38211,261.95,3878,1067,17.52,49.34,3114327,414,201748774,69.29
2023,EcoLend Capital,47500,1982.48,4095,828,46.04,88.96,4619472,954,152099847,83.46
2023,GreenCredit NBFC,48730,1520.6,459,1708,39.11,43.51,2958472,1930,325848073,47.92
2025,GreenCredit NBFC,38334,1627.46,1355,1907,38.26,86.39,2730506,1828,689544191,55.97
2025,FutureTrust Finance,24986,1245.13,3507,1875,41.32,62.59,1441605,1104,600292626,91.32
2025,SustainFin Services,23320,897.73,4042,272,41.55,82.12,4591543,1886,797548132,61.84
2024,NextGen Lending,41951,1295.53,2302,961,29.09,57.01,2266858,368,743167230,82.9
2025,Indifi Finance,45694,275.91,3980,1821,25.98,68.07,2986123,692,419230368,33.4
2023,UrbanGrowth NBFC,47612,1539.76,1306,173,26.9,47.08,4054849,1610,750018661,52.98
2025,Indifi Finance,43569,1127.41,4805,854,47.45,85.26,3710154,816,844033912,76.68
2022,Bharat MicroFinance,21021,1917.79,4141,1223,21.78,54.99,431326,983,383278126,89.42
2025,EcoLend Capital,26199,1311.2,3559,1503,34.47,53.12,4798984,1229,265056902,41.36
2024,Bharat MicroFinance,10500,388.22,1603,596,40.03,62.28,1010036,250,95158023,76.58
2022,Bharat MicroFinance,34666,1007.35,3585,1976,35.65,58.28,2700525,1360,257958857,32.77
2022,Indifi Finance,10402,209.86,656,867,37.13,46.9,2111503,968,178597992,33.25
2022,FutureTrust Finance,28371,1516.32,1414,934,48.56,41.23,2989063,1018,113562336,37.74
2024,SustainFin Services,42549,1053.48,2464,1600,28.18,56.05,2286794,1509,56033877,65.01
2023,UrbanGrowth NBFC,40454,802.34,444,1461,28.83,75.99,4001366,324,309179895,57.43
2025,NextGen Lending,20515,1940.24,3303,1929,21.63,49.45,2801486,627,437410846,50.68
2022,GreenCredit NBFC,22587,1887.14,4556,1342,45.01,48.62,3781268,367,676358318,56.45
2022,GreenCredit NBFC,42824,1910.38,4452,1614,23.29,66.61,4774360,1812,241320481,61.59
2022,NextGen Lending,48897,519.84,3406,1379,35.79,73.58,714231,442,273127379,91.47
2023,FutureTrust Finance,12057,1484.28,1993,65,49.17,89.34,873392,1423,46714508,34.97
2023,UrbanGrowth NBFC,17099,1896.23,594,562,18.93,44.17,3155062,1540,778877601,73.52
2024,Indifi Finance,27097,1184.65,3324,1107,21.74,63.18,4833458,1262,364903995,42.8
2023,NextGen Lending,10183,506.9,4607,403,22.34,88.44,4388756,657,766339194,92.79
2025,GreenCredit NBFC,25463,1653.84,3457,1537,20.38,72.16,4613831,838,504601825,70.34
2024,Indifi Finance,36060,1771.84,4883,1041,52.8,72.53,2890141,692,724355515,62.84
2024,FutureTrust Finance,21696,1436.15,1163,1177,44.6,84.95,188698,456,436499352,78.07
2025,GreenCredit NBFC,13354,657.75,803,1362,33.2,56.99,4108289,201,535376130,77.08
2025,EcoLend Capital,22912,462.32,932,192,26.91,67.41,2911283,1811,806433319,66.37
2025,SustainFin Services,34361,1286.11,4294,1026,19.61,63.41,342283,230,106622273,34.48
2024,Indifi Finance,26880,1017.32,3694,747,15.95,57.1,2035627,1694,809255078,33.73
2024,NextGen Lending,47525,1370.69,1757,386,41,84.15,2510238,322,241746657,69.98
2024,UrbanGrowth NBFC,20760,312.23,3480,1876,35.2,60.93,4032252,1930,248558290,46.15
2025,Indifi Finance,9768,358.24,1699,742,38.7,47.06,3737166,1907,162335303,63.57
2025,Indifi Finance,28951,789.49,1668,1065,21.7,47.76,4928531,851,89659676,60.72
2022,Indifi Finance,38166,591.64,2115,1998,38.55,45.73,1432387,1179,792940747,82.29
2023,NextGen Lending,22431,1276.74,3596,425,23.18,77.26,1624635,1255,118515403,80.74
2022,FutureTrust Finance,23326,798.33,839,1277,16.64,88.05,3933609,1505,522265819,80.88
2025,FutureTrust Finance,32706,1399.54,1565,107,49.89,52.09,1034071,1822,279791319,82.32
2024,UrbanGrowth NBFC,38007,1560.72,472,638,48.09,42.48,3721000,665,442899696,59.66
2025,FutureTrust Finance,31934,455.62,3972,1734,38.55,46.33,3832425,1191,539365978,78.15
2023,NextGen Lending,44232,1847.67,2675,1112,51.59,76.91,571779,1488,709323563,91.25
2022,UrbanGrowth NBFC,38439,1595.6,1008,1586,45.89,79.86,2323516,419,449512761,49.49
2022,Bharat MicroFinance,37224,1290.88,4019,610,25.98,57.42,3670996,1222,184716284,37.1
2024,UrbanGrowth NBFC,29303,1826.96,4529,1406,51.59,40.42,681857,1468,605629571,93.55
2022,FutureTrust Finance,40229,605.15,3119,1884,30.53,83.37,4937787,730,749305053,93.19
2022,Bharat MicroFinance,32969,901.26,1406,930,54.33,44.54,634387,1939,173416177,74.71
2025,GreenCredit NBFC,25532,263,4386,393,42.91,47.66,2095374,552,731072271,94.56
2022,FutureTrust Finance,38855,966.75,1332,1161,23.33,52.34,4248451,1083,764500717,69.67
2022,GreenCredit NBFC,11776,1062.16,951,382,30.82,71.78,4147791,1456,366069286,67.58
2022,EcoLend Capital,14334,1270.53,704,1429,41.61,57.47,2017328,983,768879753,44.43
2024,FutureTrust Finance,42892,221.67,378,950,46.54,42.27,4829965,1700,760693715,38.58
2024,EcoLend Capital,33484,161.69,1007,1000,38.06,77.99,442786,169,783841199,76.24
2025,FutureTrust Finance,33831,897.79,2344,895,44.61,67.68,809968,165,891813650,56.96
2022,EcoLend Capital,49919,459.35,408,1537,34.26,81.51,1651433,287,339336017,50.11
2024,SustainFin Services,28665,1541.7,4159,1655,26.41,43.29,1015930,1992,806116542,77.62
2024,EcoLend Capital,34205,1370.6,243,1459,43.19,87.57,2221578,1089,539124917,60.42
2025,GreenCredit NBFC,12054,719.07,2383,414,47.99,45.14,2869241,1341,762833748,48.32
2023,Indifi Finance,48468,186.99,2923,1320,27.71,67.9,1933364,483,672238585,49.53
2022,UrbanGrowth NBFC,6028,446.64,2175,547,32.1,66.01,4849477,1089,703168539,70.24
2024,EcoLend Capital,15368,1414.19,4181,885,28.51,84.61,1497763,1171,379833718,46.14
2025,Indifi Finance,26435,1981.31,4174,1136,20.82,68.1,1550370,255,80414164,84.65
2025,NextGen Lending,22054,720.27,1137,1665,45.66,53.93,991715,326,729706695,69.78
2025,SustainFin Services,42362,1623.79,2789,917,35.4,48.59,3614128,562,210341629,91.32
2024,SustainFin Services,19611,1747.48,4515,1068,21.48,52.98,692400,1879,119786762,87.2
2022,Bharat MicroFinance,18394,191.54,3217,1313,28.85,53.52,793294,935,227977385,85.17
2023,NextGen Lending,39623,1840.82,1206,1670,44.63,50.58,2684988,1137,57002496,42.97
2022,NextGen Lending,35748,985.79,2806,1154,30.14,51.7,3039939,1168,650603344,69.95
2025,Bharat MicroFinance,36724,1932.06,3945,1140,17.87,82.85,4967004,1373,813941846,84.28
2025,NextGen Lending,48038,1123.26,2111,649,19.22,83.53,1070800,1381,706253110,41.58
2023,GreenCredit NBFC,31582,546.77,3007,1015,54.92,66.55,643731,1432,239142185,91.54
2022,NextGen Lending,18597,1951.87,4324,1412,32.12,85.74,223566,1109,562830345,92.04
2025,GreenCredit NBFC,14880,562.28,961,1171,40.44,65.24,983826,1490,153005352,62.35
2025,Bharat MicroFinance,25815,1776.71,4416,1580,39.77,69.99,3670069,656,512750956,78.62
2022,EcoLend Capital,21953,428.94,214,1567,21.64,89.7,1259410,197,145259356,78.87
2025,Bharat MicroFinance,27840,1382.06,2467,1844,30.96,58.66,1173112,1746,817736458,34.95
2022,FutureTrust Finance,17886,881.45,4602,728,43.58,71.38,1645657,1997,851089290,80.25
2025,NextGen Lending,16966,1946.83,4767,520,31.99,74.2,3740380,719,519033859,44.14
2022,NextGen Lending,30440,451.07,1905,316,38.57,69.78,3423700,1311,87037033,83.05
2023,SustainFin Services,11514,876.71,2934,1809,29.84,55.76,2043573,1733,641529742,46.87
2025,Bharat MicroFinance,42668,1315.58,4103,1440,25.6,86.08,751530,311,806543494,44.95
2023,Bharat MicroFinance,10349,1957.48,3900,1359,15.75,84.8,2767810,750,666464093,82.78
2025,Indifi Finance,6029,677.34,2596,867,31.97,87.58,1247211,1446,629023606,76.94
2025,FutureTrust Finance,11616,854.05,4297,1557,30.86,59,286172,188,530795749,45.64
2024,SustainFin Services,39764,977.4,1255,628,33.42,84.41,3049711,840,313313177,52.65
2022,EcoLend Capital,30824,580.13,1533,1761,15.26,71.6,294792,1526,755587813,85.43
2023,NextGen Lending,31712,1652.97,3536,1689,35.69,89.81,1266316,1965,438028449,66.92
2023,SustainFin Services,23471,274.79,2522,1881,19.72,60.46,4255658,533,829090939,70.71
2023,GreenCredit NBFC,30256,1439.1,845,1813,34.85,40.26,3346348,196,658806378,75.7
2022,Indifi Finance,38142,1114.47,2601,1345,28.68,65.22,1234072,1620,393223197,35.41
2024,Indifi Finance,49329,559.66,4737,1233,16.75,66.94,4102494,944,114948773,70.19
2023,GreenCredit NBFC,8045,1036.38,3016,917,21.62,63.18,1175491,504,363215178,64.17
2022,Bharat MicroFinance,19728,1676.9,3668,751,25.32,60.29,2716635,1606,277296487,62.05
2025,NextGen Lending,34713,946.34,3021,279,24.33,51,497043,1930,43736135,50.71
2023,NextGen Lending,18838,331.61,810,775,39.14,76.53,4487115,1778,556193694,46.6
2023,FutureTrust Finance,27659,177.52,1380,1687,16.77,66.6,4301349,811,381610951,82.3
2024,GreenCredit NBFC,43717,1577.81,4489,547,32.75,45.22,105970,807,476058916,56.61
2023,NextGen Lending,38573,727.82,3345,1021,47.66,45.03,2071351,1746,304230522,68.96
2023,Indifi Finance,11352,1869.36,4720,1625,26.42,78.86,844100,472,466308539,33.31
2025,NextGen Lending,44238,1272.58,2030,255,39.19,69.29,1805641,307,780533246,46.6
2022,EcoLend Capital,28030,928.94,1024,248,51.89,65.26,1904885,1196,873672895,92.7
2022,NextGen Lending,38046,1172.48,4932,371,46.54,51.06,2517263,605,592223865,81.57
2024,FutureTrust Finance,6405,968.55,3939,409,48.26,55.66,2530161,1089,15042820,65.67
2025,UrbanGrowth NBFC,46747,1821.04,2790,1468,32.52,80.77,4184886,492,671720547,64.12
2022,SustainFin Services,12150,970.24,212,546,18.35,53.95,2346743,1696,620382519,31.17
2025,UrbanGrowth NBFC,34623,297.72,3322,507,34.47,48.82,4538411,1074,642249415,57.71
2022,EcoLend Capital,22716,1234.47,4872,1560,17.92,72.95,3374449,1062,304987544,91.64
2025,UrbanGrowth NBFC,13065,1283.66,4852,951,34.89,78.5,3584242,1752,652745360,55.63
2024,NextGen Lending,17564,1554.13,824,1210,34.89,48.74,4191983,103,206711764,60.69
2023,FutureTrust Finance,24531,1873.24,2227,1988,47.69,52.62,1597924,1874,839131420,88.84
2024,Indifi Finance,45760,941.86,4860,202,36.86,41.6,1396230,1754,30326738,37.41
2022,Indifi Finance,8449,768.95,4736,1718,19.03,41.47,4268774,890,501710739,51.34
2024,EcoLend Capital,38200,1032.46,1505,1590,33.28,42.74,2813182,1479,543059601,55.04
2023,UrbanGrowth NBFC,38777,1810.38,343,359,44.29,42.87,1254694,258,823743296,33.53
2024,Bharat MicroFinance,12279,1961.97,3027,1524,19.17,78.9,2297444,1151,375460240,61.99
2022,Bharat MicroFinance,49809,1945.35,4029,501,34.6,69.39,512282,1218,497727079,76.11
2022,FutureTrust Finance,10191,536.42,471,317,35.19,53.5,2587507,806,605116044,91.59
2024,SustainFin Services,13508,1044.1,3323,1291,52.24,45.7,4302340,1892,76585127,75.45
2023,NextGen Lending,10307,593,2241,951,46.09,87.6,1793105,1451,807686951,53.51
2024,UrbanGrowth NBFC,9216,799.17,2842,806,24.78,58.63,2376031,428,743753712,79.16
2023,Bharat MicroFinance,6365,160.2,1729,251,47.31,40.69,1943972,700,831431315,69.26
2025,Bharat MicroFinance,44564,405.14,2835,1932,32.15,40.8,1786229,1055,787957492,77.01
2023,UrbanGrowth NBFC,14127,854.44,2613,409,34.95,50.64,1825990,1866,284430818,72.7
2025,SustainFin Services,24902,792.94,863,1672,29.8,80.29,1361241,982,238965739,60.94
2024,GreenCredit NBFC,49747,629.78,652,1186,18.63,79.56,2261227,1495,253145346,87.75
2023,NextGen Lending,40536,537.59,2743,1367,54.6,41.18,2398857,1413,438367848,90.06
2025,EcoLend Capital,5495,1523.02,4895,1999,18.46,50.05,119663,1516,641565082,65.95
2025,NextGen Lending,8592,659.64,4484,1238,18.34,76.88,2868256,122,89988238,89.93
2025,FutureTrust Finance,7232,1442.43,3831,557,19.79,43.66,2402148,400,695994971,63.01
2022,EcoLend Capital,45816,800.39,4171,1819,26.07,60.78,1267744,1400,527040468,62.52
2024,SustainFin Services,24319,1623.76,1431,1226,36.8,88.03,3034685,1052,378438495,47.31
2025,FutureTrust Finance,19667,417.74,4779,477,45.98,68.93,4572201,1303,298495790,66.77
2023,Indifi Finance,18000,399.45,3340,1133,45.55,61.54,2443554,252,171987333,33.66
2025,Indifi Finance,11719,1391.38,2805,959,35.08,88.04,3239512,1442,63321207,93.96
2022,NextGen Lending,9445,1838.34,2736,116,48.83,65.32,3235401,606,690614929,59.81
2024,FutureTrust Finance,40135,371.67,3706,677,15.84,70.09,1496738,241,804653824,84.76
2022,EcoLend Capital,15776,240.04,3816,629,16.61,65.62,4344418,1553,149496023,87.31
2022,EcoLend Capital,44323,1875.81,2049,725,40.83,77.52,2892194,1593,590928244,91.42
2022,Indifi Finance,22289,322.92,4657,330,33.59,56.62,4589323,1252,730549076,49.29
2023,Indifi Finance,16419,575.7,1969,1081,35.19,47.6,2630972,1599,576944471,77.17
2024,SustainFin Services,12900,1866.04,448,1354,23.72,63.59,3876889,1776,434534416,30.61
2024,FutureTrust Finance,31403,1625.54,3364,1493,48.49,76.63,2152832,252,128622796,66.26
2023,EcoLend Capital,33298,751.24,3025,1615,35.13,63.33,3612057,1108,98049151,40.09
2024,Bharat MicroFinance,32156,1913.6,3035,1700,23.43,50.12,863220,762,477267931,33.74
2022,SustainFin Services,42365,1179.29,2881,384,20.54,47.49,4330393,1573,781956184,50.8
2024,EcoLend Capital,29037,237.27,436,237,54.81,88.55,4603293,1463,297802914,56.58
2023,Indifi Finance,10009,1435.83,831,862,44.1,86.08,322155,109,745822132,80.32
2022,FutureTrust Finance,12235,1120.83,3918,1814,36.31,55.55,2007998,1936,532023331,58.21
2023,GreenCredit NBFC,31091,1187.92,3885,608,37.66,88.17,2133950,779,512682769,74.88
2025,FutureTrust Finance,45726,1988.8,3335,1763,19.41,70.98,2208589,891,790084574,33.32
2022,UrbanGrowth NBFC,43056,389.78,2473,1526,43.86,55.41,3403367,520,14568718,93.3
2022,Bharat MicroFinance,43904,1347.91,2550,899,51.77,55.24,4835106,485,792005844,37.24
2024,Bharat MicroFinance,16195,971.61,391,91,50.89,85,2332809,1184,439317602,54.91
2022,Bharat MicroFinance,44374,616.6,1496,227,46.52,58.53,1615571,1814,160581792,62.7
2023,GreenCredit NBFC,31248,1417.74,634,1848,41.11,43.89,2605006,60,616227032,94.99
2024,NextGen Lending,31226,1369.6,3397,53,25.69,76.98,4699528,653,658456709,34.4
2025,NextGen Lending,25779,1727.34,2451,359,28.79,47.36,1086790,862,379798670,51.9
2023,SustainFin Services,15666,1769.85,4013,1690,48.27,74.55,1195154,180,281088563,71.25
2025,GreenCredit NBFC,25379,1167.46,3091,1758,43.67,74.63,504945,929,262412686,85.75
2025,GreenCredit NBFC,36709,718.59,2786,848,54.62,68.52,3466027,1175,834261893,80.4
2025,SustainFin Services,47850,1106.2,3361,1153,18.41,68.66,1237997,1510,798487834,43.42
2022,FutureTrust Finance,46266,782.58,3830,110,28.91,57.51,543409,917,344345841,51.85
2023,SustainFin Services,35818,626.98,826,1246,50.19,60.55,4239072,607,441119685,89.94
2023,UrbanGrowth NBFC,45537,1147.99,2287,427,16.04,46.05,2934655,438,268103701,76.63
2022,Indifi Finance,35949,1350.07,3852,1460,28.44,67.73,2676445,262,321343377,37.38
2024,NextGen Lending,30853,1222.09,359,992,53.97,80.83,2606323,357,654031064,77.4
2025,Indifi Finance,39195,1913.4,1323,1506,36.87,41.51,2269523,1060,574674942,83.2
2023,NextGen Lending,26997,667.41,3572,564,27.33,75.44,4238909,1761,383203119,46.42
2022,GreenCredit NBFC,40870,807.45,1467,52,52.21,46.71,3320393,1977,457901312,43.23
2025,Bharat MicroFinance,39114,1368.52,535,526,28.88,79.94,633911,1124,458445884,37.14
2024,SustainFin Services,46588,1240.68,2065,1156,20.34,40.05,4680567,735,84242892,83.67
2024,SustainFin Services,34871,103.54,1603,1845,38.17,43.84,3790774,1954,627715295,84.26
2025,SustainFin Services,6961,693.34,4844,108,43.57,81.1,4128198,319,306952752,55.52
2024,Bharat MicroFinance,42380,582.15,699,1108,18.17,53.47,3334799,95,450194992,61.58
2023,UrbanGrowth NBFC,47507,1695.84,2984,358,39.88,84.69,1874148,1219,748648698,93.11
2023,UrbanGrowth NBFC,10690,1745.87,2046,1473,29.87,79.06,2468526,1639,794346978,74.75
2023,Bharat MicroFinance,20168,639.4,3079,1449,19.98,72.06,2280630,1537,187928744,48.25
2024,FutureTrust Finance,10458,293.94,4054,1252,40.43,54.99,3780485,1075,481857105,70.85
2023,Bharat MicroFinance,31942,489.88,2283,203,25.76,81.98,3055123,1945,459840878,54.11
2022,EcoLend Capital,15033,435.48,1131,727,21.79,49.69,1936939,1523,173888189,40.69
2023,NextGen Lending,13047,551.13,2824,418,18.75,84.59,4340413,1224,869676819,89.78
2023,EcoLend Capital,9902,545.83,232,1141,31.05,77.82,2110634,656,499678412,77
2024,EcoLend Capital,6496,1011.69,1346,1442,39.83,57.42,4697545,1178,350928073,49.07
2023,Bharat MicroFinance,32664,707.32,3149,1491,54.02,48.72,4939443,1714,694733547,88.78
2025,NextGen Lending,47203,1163.66,3654,292,28.52,62.09,4174307,850,869594679,90.08
2022,FutureTrust Finance,9582,753.86,3602,326,39.5,46.55,3100638,679,846486160,73.74
2024,SustainFin Services,34482,1647.89,2700,730,19.7,64.26,4563758,627,728306563,77.94
2022,EcoLend Capital,39811,1906.51,3799,1516,52.44,51.34,1644677,1728,474589935,68.69
2025,Bharat MicroFinance,41144,867.45,1249,138,44.63,40.22,4665753,1557,239262767,76.52
2024,SustainFin Services,46476,193.99,889,1332,43.46,66.58,132457,1237,487376496,71.1
2024,Bharat MicroFinance,36872,555.2,3325,286,36.91,55,1761690,226,550056660,60.12
2023,GreenCredit NBFC,22218,293.53,4131,361,37.54,70.56,3808454,1251,682742073,39.14
2022,EcoLend Capital,22007,755.05,4501,239,32.87,55.64,4383074,857,846651362,50.18
2025,GreenCredit NBFC,25366,1325.72,3924,1475,16.83,74.22,3956046,1017,324484538,42.78
2025,FutureTrust Finance,34827,1085.93,2026,778,17.82,73.34,2028668,1061,280758021,38.24
2024,Indifi Finance,43208,561.46,3990,1297,22.68,41.25,1974391,1228,702114836,73.28
2023,UrbanGrowth NBFC,38264,1557.79,467,1669,22.53,74.43,3589922,263,269885092,32.99
2024,NextGen Lending,36607,349.81,1292,64,17.29,49.15,4054841,1929,541300534,34.39
2024,Bharat MicroFinance,32005,533.57,2279,1267,34.87,81.04,1419726,1393,207671799,34.05
2024,FutureTrust Finance,48223,1384.49,332,815,35.36,45.95,1951441,191,353150986,36.77
2024,FutureTrust Finance,36475,474.75,4578,1830,38.98,52.37,3740006,768,724949297,41.83
2025,FutureTrust Finance,21926,1389.65,215,1103,46.49,68.68,612332,472,224456314,79.96
2025,EcoLend Capital,38683,1956.19,2861,509,52.44,60.98,1180790,601,297259839,80.88
2024,GreenCredit NBFC,23185,1679.57,4505,1240,52.92,89.57,1641059,1936,685386616,69.82
2024,UrbanGrowth NBFC,16274,404.02,2456,881,50.99,75.98,2989764,1838,718596497,34.63
2023,EcoLend Capital,38947,1088.95,4821,1308,44.66,51.01,2831292,904,800168733,31.61
2024,Indifi Finance,48215,902.41,4592,1319,41.82,76.67,760640,384,250779154,45.5
